id,participant,LLM_pt_competence,LLM_pt_surprise,LLM_pt_intention,LLM_gt_competence,LLM_gt_surprise,LLM_gt_intention,LLM_bin_correct_competence,LLM_bin_correct_surprise,LLM_bin_correct_intention,LLM_bin_pt_competence,LLM_bin_pt_surprise,LLM_bin_pt_intention,LLM_bin_gt_competence,LLM_bin_gt_surprise,LLM_bin_gt_intention,RF_pt_competence,RF_pt_surprise,RF_pt_intention,RF_gt_competence,RF_gt_surprise,RF_gt_intention,RF_bin_correct_competence,RF_bin_correct_surprise,RF_bin_correct_intention,RF_bin_pt_competence,RF_bin_pt_surprise,RF_bin_pt_intention,RF_bin_gt_competence,RF_bin_gt_surprise,RF_bin_gt_intention
/data/llm_social_nav_transformed/1713204524.642894/npys/1713204728285063326_0.npy,1713204525,2,4,2,1,5,2,1,1,1,0,0,0,0,0,0,4,4,4,1,5,2,0,1,0,1,0,1,0,0,0
/data/llm_social_nav_transformed/1713204524.642894/npys/1713204766290104204_0.npy,1713204525,4,2,4,2,4,3,0,0,1,1,1,1,0,0,1,1,2,1,2,4,3,1,0,0,0,1,0,0,0,1
/data/llm_social_nav_transformed/1713204524.642894/npys/1713204786893186912_0.npy,1713204525,4,2,4,5,1,5,1,1,1,1,1,1,1,1,1,2,4,2,5,1,5,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713205927.3139355/npys/1713205955153289115_0.npy,1713205927,5,2,4,4,4,2,1,0,0,1,1,1,1,0,0,5,4,5,4,4,2,1,1,0,1,0,1,1,0,0
/data/llm_social_nav_transformed/1713205927.3139355/npys/1713205999970201480_0.npy,1713205927,4,2,4,4,4,2,1,0,0,1,1,1,1,0,0,4,4,1,4,4,2,1,1,1,1,0,0,1,0,0
/data/llm_social_nav_transformed/1713205927.3139355/npys/1713206035783837817_0.npy,1713205927,1,5,1,5,1,5,0,0,0,0,0,0,1,1,1,4,4,2,5,1,5,1,0,0,1,0,0,1,1,1
/data/llm_social_nav_transformed/1713287635.6692748/npys/1713293262474427300_0.npy,1713287636,2,4,2,5,5,3,0,1,0,0,0,0,1,0,1,2,4,1,5,5,3,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713291829527337426_0.npy,1713291824,2,4,2,5,2,4,0,0,0,0,0,0,1,1,1,1,4,2,5,2,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713291863742459971_0.npy,1713291824,4,2,4,4,4,2,1,0,0,1,1,1,1,0,0,3,2,1,4,4,2,1,0,1,1,1,0,1,0,0
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713291904157181847_0.npy,1713291824,5,2,5,5,2,4,1,1,1,1,1,1,1,1,1,4,4,4,5,2,4,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713291939570786547_0.npy,1713291824,4,3,4,4,4,5,1,0,1,1,1,1,1,0,1,5,4,2,4,4,5,1,1,0,1,0,0,1,0,1
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713291969381489009_0.npy,1713291824,2,4,2,4,4,4,0,1,0,0,0,0,1,0,1,4,4,2,4,4,4,1,1,0,1,0,0,1,0,1
/data/llm_social_nav_transformed/1713291823.9341214/npys/1713292014798257902_0.npy,1713291824,4,2,4,4,4,3,1,0,1,1,1,1,1,0,1,2,4,2,4,4,3,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713293186.7886262/npys/1713293214855961324_0.npy,1713293187,5,2,5,5,3,4,1,1,1,1,1,1,1,1,1,4,4,5,5,3,4,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713299415.192685/npys/1713301011926516960_0.npy,1713299415,4,2,4,2,5,1,0,0,0,1,1,1,0,0,0,4,4,1,2,5,1,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1713300855.2562926/npys/1713300860867577124_0.npy,1713300855,2,4,2,1,1,1,1,0,1,0,0,0,0,1,0,1,4,2,1,1,1,1,0,1,0,0,0,0,1,0
/data/llm_social_nav_transformed/1713300855.2562926/npys/1713300927889107309_0.npy,1713300855,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,4,2,1,5,1,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713300855.2562926/npys/1713300976511610891_0.npy,1713300855,5,1,5,4,2,4,1,1,1,1,1,1,1,1,1,2,5,4,4,2,4,0,0,1,0,0,1,1,1,1
/data/llm_social_nav_transformed/1713301177.7696/npys/1713301205795558939_0.npy,1713301178,5,2,4,4,2,4,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301243409797728_0.npy,1713301482,2,5,2,5,2,5,0,0,0,0,0,0,1,1,1,2,4,4,5,2,5,0,0,1,0,0,1,1,1,1
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301489704306760_0.npy,1713301482,1,5,1,1,3,2,1,0,1,0,0,0,0,1,0,4,2,1,1,3,2,0,1,1,1,1,0,0,1,0
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301532725183370_0.npy,1713301482,2,4,2,4,3,4,0,0,0,0,0,0,1,1,1,4,2,1,4,3,4,1,1,0,1,1,0,1,1,1
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301618542949303_0.npy,1713301482,4,2,4,5,1,5,1,1,1,1,1,1,1,1,1,4,5,4,5,1,5,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301648770381850_0.npy,1713301482,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,2,4,1,1,5,1,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301684968237084_0.npy,1713301482,2,4,2,1,4,1,1,1,1,0,0,0,0,0,0,2,2,1,1,4,1,1,0,1,0,1,0,0,0,0
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301747197164843_0.npy,1713301482,5,2,4,4,4,5,1,0,1,1,1,1,1,0,1,4,2,1,4,4,5,1,0,0,1,1,0,1,0,1
/data/llm_social_nav_transformed/1713301481.745976/npys/1713301767205250848_0.npy,1713301482,2,4,2,5,4,5,0,1,0,0,0,0,1,0,1,4,4,4,5,4,5,1,1,1,1,0,1,1,0,1
/data/llm_social_nav_transformed/1713302125.87454/npys/1713302130351861258_0.npy,1713302126,5,1,5,4,4,2,1,0,0,1,1,1,1,0,0,1,2,1,4,4,2,0,0,1,0,1,0,1,0,0
/data/llm_social_nav_transformed/1713302818.578851/npys/1713302178972120189_0.npy,1713302819,2,4,2,4,2,4,0,0,0,0,0,0,1,1,1,2,4,1,4,2,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713302818.578851/npys/1713302826555396316_0.npy,1713302819,1,5,1,4,2,4,0,0,0,0,0,0,1,1,1,1,4,1,4,2,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713302818.578851/npys/1713302869762829602_0.npy,1713302819,2,4,2,4,2,4,0,0,0,0,0,0,1,1,1,1,4,1,4,2,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713302818.578851/npys/1713302912186915888_0.npy,1713302819,5,2,4,5,2,4,1,1,1,1,1,1,1,1,1,4,4,2,5,2,4,1,0,0,1,0,0,1,1,1
/data/llm_social_nav_transformed/1713302818.578851/npys/1713302939196774797_0.npy,1713302819,2,5,1,3,4,3,0,1,0,0,0,0,1,0,1,1,5,1,3,4,3,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713302818.578851/npys/1713303002621378997_0.npy,1713302819,2,4,2,2,4,2,1,1,1,0,0,0,0,0,0,5,5,1,2,4,2,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1713302818.578851/npys/1713303026429995007_0.npy,1713302819,5,2,5,4,2,4,1,1,1,1,1,1,1,1,1,5,4,5,4,2,4,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713303216.8060517/npys/1713303244714009086_0.npy,1713303217,5,2,4,4,2,4,1,1,1,1,1,1,1,1,1,5,2,5,4,2,4,1,1,1,1,1,1,1,1,1
/data/llm_social_nav_transformed/1713303216.8060517/npys/1713303297734206238_0.npy,1713303217,2,4,2,4,4,4,0,1,0,0,0,0,1,0,1,4,4,3,4,4,4,1,1,1,1,0,1,1,0,1
/data/llm_social_nav_transformed/1713303216.8060517/npys/1713303373964753717_0.npy,1713303217,1,5,1,4,4,4,0,1,0,0,0,0,1,0,1,4,5,2,4,4,4,1,1,0,1,0,0,1,0,1
/data/llm_social_nav_transformed/1713303216.8060517/npys/1713303421768726303_0.npy,1713303217,5,2,4,4,4,5,1,0,1,1,1,1,1,0,1,2,2,4,4,4,5,0,0,1,0,1,1,1,0,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303719691038532_0.npy,1713303712,1,5,1,4,2,4,0,0,0,0,0,0,1,1,1,1,4,1,4,2,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303764111533355_0.npy,1713303712,2,4,2,4,4,5,0,1,0,0,0,0,1,0,1,2,4,1,4,4,5,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303817332041509_0.npy,1713303712,5,2,5,5,5,5,1,0,1,1,1,1,1,0,1,4,4,4,5,5,5,1,1,1,1,0,1,1,0,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303848744476723_0.npy,1713303712,2,4,2,3,3,3,0,0,0,0,0,0,1,1,1,4,4,1,3,3,3,1,0,0,1,0,0,1,1,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303879956222679_0.npy,1713303712,1,5,1,4,3,4,0,0,0,0,0,0,1,1,1,1,4,1,4,3,4,0,0,0,0,0,0,1,1,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303912369017221_0.npy,1713303712,5,2,4,4,4,5,1,0,1,1,1,1,1,0,1,4,4,1,4,4,5,1,1,0,1,0,0,1,0,1
/data/llm_social_nav_transformed/1713303711.6696327/npys/1713303948382843656_0.npy,1713303712,5,2,5,5,5,5,1,0,1,1,1,1,1,0,1,4,4,5,5,5,5,1,1,1,1,0,1,1,0,1
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393161524784737_0.npy,1713393154,5,2,4,1,4,2,0,0,0,1,1,1,0,0,0,4,2,1,1,4,2,0,0,1,1,1,0,0,0,0
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393192746580702_0.npy,1713393154,2,4,2,2,3,2,1,0,1,0,0,0,0,1,0,4,4,1,2,3,2,0,0,1,1,0,0,0,1,0
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393249159348652_0.npy,1713393154,2,4,2,3,3,4,0,0,0,0,0,0,1,1,1,5,3,1,3,3,4,1,1,0,1,1,0,1,1,1
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393285575716587_0.npy,1713393154,4,2,4,2,4,1,0,0,0,1,1,1,0,0,0,1,4,1,2,4,1,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393320591909398_0.npy,1713393154,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,4,1,1,5,1,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713393153.5699694/npys/1713393368026218615_0.npy,1713393154,5,2,5,1,4,1,0,0,0,1,1,1,0,0,0,2,2,5,1,4,1,1,0,0,0,1,1,0,0,0
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713393385834693897_0.npy,1713395481,5,2,4,5,2,5,1,1,1,1,1,1,1,1,1,5,4,2,5,2,5,1,0,0,1,0,0,1,1,1
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395488834319027_0.npy,1713395481,4,2,4,1,5,1,0,0,0,1,1,1,0,0,0,1,2,4,1,5,1,1,0,0,0,1,1,0,0,0
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395530048241830_0.npy,1713395481,2,4,2,2,4,4,1,1,0,0,0,0,0,0,1,4,2,1,2,4,4,0,0,0,1,1,0,0,0,1
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395583858011742_0.npy,1713395481,5,1,5,4,3,4,1,1,1,1,1,1,1,1,1,5,2,4,4,3,4,1,1,1,1,1,1,1,1,1
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395616478360497_0.npy,1713395481,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,2,5,1,1,5,1,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395676094312344_0.npy,1713395481,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,4,4,1,1,5,1,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1713395481.0340421/npys/1713395704309171498_0.npy,1713395481,4,2,4,2,4,2,0,0,0,1,1,1,0,0,0,4,4,5,2,4,2,0,1,0,1,0,1,0,0,0
/data/llm_social_nav_transformed/1713540083.376075/npys/1713540091423508553_0.npy,1713540083,2,4,2,5,4,5,0,1,0,0,0,0,1,0,1,1,2,2,5,4,5,0,0,0,0,1,0,1,0,1
/data/llm_social_nav_transformed/1713540083.376075/npys/1713540145042041542_0.npy,1713540083,1,5,1,5,4,5,0,1,0,0,0,0,1,0,1,1,4,1,5,4,5,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713540083.376075/npys/1713540188253721734_0.npy,1713540083,5,1,5,5,2,5,1,1,1,1,1,1,1,1,1,4,4,4,5,2,5,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1713540083.376075/npys/1713540217259273250_0.npy,1713540083,2,4,2,5,5,5,0,1,0,0,0,0,1,0,1,1,4,1,5,5,5,0,1,0,0,0,0,1,0,1
/data/llm_social_nav_transformed/1713540083.376075/npys/1713540262275472588_0.npy,1713540083,2,4,2,5,4,4,0,1,0,0,0,0,1,0,1,4,4,2,5,4,4,1,1,0,1,0,0,1,0,1
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541735458687227_0.npy,1713541728,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,5,2,4,1,5,1,0,0,0,1,1,1,0,0,0
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541799483479037_0.npy,1713541728,2,4,2,2,3,2,1,0,1,0,0,0,0,1,0,4,4,1,2,3,2,0,0,1,1,0,0,0,1,0
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541850302936161_0.npy,1713541728,5,2,4,4,2,5,1,1,1,1,1,1,1,1,1,5,2,4,4,2,5,1,1,1,1,1,1,1,1,1
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541886312569818_0.npy,1713541728,2,4,2,2,5,2,1,1,1,0,0,0,0,0,0,2,4,1,2,5,2,1,1,1,0,0,0,0,0,0
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541918512292978_0.npy,1713541728,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,2,4,5,1,5,1,1,1,0,0,0,1,0,0,0
/data/llm_social_nav_transformed/1713541727.5521238/npys/1713541950724890716_0.npy,1713541728,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,5,4,5,1,5,1,0,1,0,1,0,1,0,0,0
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543103395294472_0.npy,1713543096,2,4,2,3,4,2,0,1,1,0,0,0,1,0,0,1,2,1,3,4,2,0,0,1,0,1,0,1,0,0
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543151218721401_0.npy,1713543096,4,2,4,3,2,1,1,1,0,1,1,1,1,1,0,1,4,2,3,2,1,0,0,1,0,0,0,1,1,0
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543212642905243_0.npy,1713543096,4,2,4,2,2,2,0,1,0,1,1,1,0,1,0,4,2,5,2,2,2,0,1,0,1,1,1,0,1,0
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543242045635062_0.npy,1713543096,4,2,4,4,4,4,1,0,1,1,1,1,1,0,1,4,2,4,4,4,4,1,0,1,1,1,1,1,0,1
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543279630978693_0.npy,1713543096,2,4,2,4,5,2,0,1,1,0,0,0,1,0,0,5,5,1,4,5,2,1,1,1,1,0,0,1,0,0
/data/llm_social_nav_transformed/1713543095.55775/npys/1713543373878990136_0.npy,1713543096,4,2,4,2,4,2,0,0,0,1,1,1,0,0,0,5,2,4,2,4,2,0,0,0,1,1,1,0,0,0
/data/llm_social_nav_transformed/1715274983.243521/npys/1715275011103503112_0.npy,1715274983,5,1,5,5,2,4,1,1,1,1,1,1,1,1,1,4,4,5,5,2,4,1,0,1,1,0,1,1,1,1
/data/llm_social_nav_transformed/1715274983.243521/npys/1715275073123493879_0.npy,1715274983,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,4,4,4,1,5,1,0,1,0,1,0,1,0,0,0
/data/llm_social_nav_transformed/1715274983.243521/npys/1715275116533227942_0.npy,1715274983,4,2,4,2,4,2,0,0,0,1,1,1,0,0,0,4,4,2,2,4,2,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1715274983.243521/npys/1715275178358174475_0.npy,1715274983,5,2,5,2,2,3,0,1,1,1,1,1,0,1,1,5,4,4,2,2,3,0,0,1,1,0,1,0,1,1
/data/llm_social_nav_transformed/1715356072.5795307/npys/1715356080317576232_0.npy,1715356073,1,5,1,1,2,1,1,0,1,0,0,0,0,1,0,1,4,1,1,2,1,1,0,1,0,0,0,0,1,0
/data/llm_social_nav_transformed/1715356072.5795307/npys/1715356108132098586_0.npy,1715356073,4,2,4,2,2,1,0,1,0,1,1,1,0,1,0,4,4,2,2,2,1,0,0,1,1,0,0,0,1,0
/data/llm_social_nav_transformed/1715356072.5795307/npys/1715356153541039927_0.npy,1715356073,5,1,5,4,4,5,1,0,1,1,1,1,1,0,1,5,4,5,4,4,5,1,1,1,1,0,1,1,0,1
/data/llm_social_nav_transformed/1715356072.5795307/npys/1715356184344103232_0.npy,1715356073,2,4,2,2,3,2,1,0,1,0,0,0,0,1,0,2,4,1,2,3,2,1,0,1,0,0,0,0,1,0
/data/llm_social_nav_transformed/1715356072.5795307/npys/1715356226760517234_0.npy,1715356073,2,5,2,2,4,2,1,1,1,0,0,0,0,0,0,4,4,1,2,4,2,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357702606053041_0.npy,1715357695,2,5,2,1,5,1,1,1,1,0,0,0,0,0,0,5,2,2,1,5,1,0,0,1,1,1,0,0,0,0
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357733426935540_0.npy,1715357695,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,4,5,1,5,1,1,1,0,0,0,1,0,0,0
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357780030998428_0.npy,1715357695,4,2,4,5,5,5,1,0,1,1,1,1,1,0,1,4,2,5,5,5,5,1,0,1,1,1,1,1,0,1
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357806249262892_0.npy,1715357695,2,4,2,2,4,2,1,1,1,0,0,0,0,0,0,5,4,1,2,4,2,0,1,1,1,0,0,0,0,0
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357841650498721_0.npy,1715357695,2,4,2,3,3,1,0,0,1,0,0,0,1,1,0,4,4,1,3,3,1,1,0,1,1,0,0,1,1,0
/data/llm_social_nav_transformed/1715357694.9017513/npys/1715357876863686909_0.npy,1715357695,4,2,4,4,4,4,1,0,1,1,1,1,1,0,1,4,4,5,4,4,4,1,1,1,1,0,1,1,0,1
